Serial No.,CAS No.,Prefix,Name,Haz. sub.,DG Class,DG Subclass,Schedule,Packing group,UN No.,Size,Size Unit,Location
100010092200,99-56-9,"1,2-",diamino-4-nitrobenzene,Yes,,,,,,100,gram,Harmful H16
100010083700,0619-05-06,"3,4-",diaminobenzoic acid,Yes,,,,,,25,gram,Harmful H11
100010105000,139-65-1,"2,2-",diaminodiphenylsulfide,Yes,,,,,,25,gram,Harmful H4
100010092300,2243-62-1,"1,5-",diaminonaphthalene,Yes,9,,,,,100,gram,Harmful H16
100010022900,109-76-2,"1,3-",diaminopropane,Yes,8,6.1,,II,2922,25,gram,Corrosive Base 3
100010022901,109-76-2,"1,3-",diaminopropane,Yes,8,6.1,,II,2922,500,milliliter,Corrosive Base 3
100010092400,496-72-0,"3,4-",diaminotoluene,Yes,,,,,,100,milliliter,Harmful H16
100010024600,3001-72-7,"1,5-",diazabicyclo[4.3.0]non-5-ene (DBN),Yes,8,,,,,100,milliliter,Corrosive Base 1
100010024700,6674-22-2,"1,8-",diazabicyclo[5.4.0]undec-7-ene (DBU),Yes,8,,,II,3267,100,gram,Corrosive Base 1
100010024701,6674-22-2,"1,8-",diazabicyclo[5.4.0]undec-7-ene (DBU),Yes,8,,,II,3267,25,milliliter,Corrosive Base 1
100010164700,6674-22-2,"1,8-",diazabicyclo[5.4.0]undec-7-ene (DBU),Yes,8,,,II,3267,100,gram,Corrosive Base 1
100010105100,2222-33-5,5-,dibenzosuberenone,No,,,,,,25,gram,Harmful H4
100010057200,1482-82-2,,dibenzyl diselenide,Yes,6.1,,,II,3283,5,gram,Freezer 1 S3 B1
100010164800,1482-82-2,,dibenzyl diselenide,Yes,6.1,,,II,3283,20,gram,Freezer 1 S3 B1
100010164900,150-60-7,,dibenzyl disulfide,Yes,,,,,,25,gram,Harmful H2
100010158500,91-13-4,"a,a'-",dibromo-o-xylene,Yes,6.1,,,II,3448,25,gram,Toxic TS2
100010149700,623-24-5,"a,a'-",dibromo-p-xylene,Yes,6.1,,,II,3448,25,gram,Toxic TS2
100010092500,106-37-6,p-,dibromobenzene,Yes,9,,,,,500,gram,Harmful H16
100010121800,583-53-9,"1,2-",dibromobenzene,Yes,,,,,,25,gram,Harmful H8
100010105200,108-36-1,"1,3-",dibromobenzene,No,,,,,,25,gram,Harmful H4
100010105300,92-86-4,"4,4'-",dibromobiphenyl,Yes,,,,,,25,gram,Harmful H4
100010143300,110-52-1,"1,4-",dibromobutane,Yes,,,,,,100,gram,Toxic TM3
100010136600,106-93-4,"1,2-",dibromoethane,Yes,6.1,,7,I,1605,500,milliliter,Poisons Draw 3
100010139400,74-95-3,,dibromomethane,Yes,6.1,,,,2664,500,gram,Toxic TL2
100010139401,74-95-3,,dibromomethane,Yes,6.1,,,,2664,500,gram,Toxic TL2
100010083800,111-24-0,"1,5-",dibromopentane,Yes,,,,,,100,gram,Harmful H11
100010035800,109-64-8,"1,3-",dibromopropane,Yes,3,,,III,1993,500,milliliter,Flammable liquid Small
100010083900,0626-05-01,"2,6-",dibromopyridine,Yes,,,,,,100,gram,Harmful H11
100010061900,0626-05-01,"2,6-",dibromopyridine,Yes,,,,,,100,gram,Freezer 1 S4 B2
100010105500,3141-27-3,"2,5-",dibromothiophene,Yes,,,,,,25,gram,Harmful H4
100010105600,3141-26-2,"3,4-",dibromothiophene,Yes,,,,,,5,gram,Harmful H4
100010028402,865-47-4,,potassium t-butoxide,Yes,4.2,,,,3206,100,gram, Dangerous when wet
100010150600,84-58-2,"2,3-","dichloro-5,6-dicyano-1,4-benzoquinone",Yes,6.1,,,II,3439,5,gram,Toxic TS2
100010150601,84-58-2,"2,3-","dichloro-5,6-dicyano-1,4-benzoquinone",Yes,6.1,,,II,3439,10,gram,Fridge S2 B1
100010150602,84-58-2,"2,3-","dichloro-5,6-dicyano-1,4-benzoquinone",Yes,6.1,,,II,3439,100,gram,Toxic TS2
100010063300,0534-07-06,"1,3-",dichloroacetone,Yes,6.1,,,II,2649,10,gram,Fridge Bottom draw
100010063301,0534-07-06,"1,3-",dichloroacetone,Yes,6.1,,,II,2649,10,gram,Fridge Bottom draw
100010015400,6287-38-3,"3,4-",dichlorobenzaldehyde,Yes,8,,,II,1759,5,gram,Corrosive Acid 1
100010139500,95-50-1,"1,2-",dichlorobenzene,Yes,6.1,,,III,1591,1,liter,Toxic TL1
100010084000,50-84-0,"2,4-",dichlorobenzoic acid,No,,,,,,100,gram,Harmful H11
100010092600,1194-65-6,"2,6-",dichlorobenzonitrile,Yes,9,,,,,25,gram,Harmful H16
100010028403,865-47-4,,potassium t-butoxide,Yes,4.2,,,,3206,100,gram, Dangerous when wet
100010028404,865-47-4,,potassium t-butoxide,Yes,4.2,,,,3206,100,gram, Dangerous when wet
100010165200,107-06-2,"1,2-",dichloroethane,Yes,3,6.1,,II,1184,500,milliliter,Flammable liquid Small
100010028500,60217-34-7,LS-,Selectride,Yes,4.3,,,,,100,milliliter, Dangerous when wet
100010028600,7440-23-5,,sodium,Yes,,,,,,100,gram, Dangerous when wet
100010076700,4885-02-03,,dichloromethyl methyl ether,Yes,3,8,,II,2924,25,milliliter,Fridge S4 B1
100010076701,4885-02-03,,dichloromethyl methyl ether,Yes,3,8,,II,2924,25,milliliter,Fridge S4 B1
100010076702,4885-02-03,,dichloromethyl methyl ether,Yes,3,8,,II,2924,25,milliliter,Fridge S4 B1
100010076703,4885-02-03,,dichloromethyl methyl ether,Yes,3,8,,II,2924,25,milliliter,Fridge S4 B1
100010165300,4885-02-03,,dichloromethyl methyl ether,Yes,3,8,,II,2924,250,gram,Flammable liquid Small
100010068800,41202-77-1,"1-(2,3-",dichlorophenyl)piperazine,Yes,,,,,,50,gram,Fridge S2 B1
100010035900,542-75-6,"1,3-",dichloropropene,Yes,3,6.1,,II,1992,250,milliliter,Flammable liquid Small
100010108800,141-30-0,"3,6-",dichloropyradazine,No,,,,,,25,gram,Harmful H4
100010108801,141-30-0,"3,6-",dichloropyradazine,No,,,,,,100,gram,Harmful H12
100010149800,2213-63-0,"2,3-",dichloroquinoxaline,Yes,6.1,,,,,10,gram,Toxic TS2
100010165400,98-87-3,"a,a-",dichlorotoluene,Yes,6.1,,,II,1886,25,gram,Toxic TS1
100010165500,538-75-0,"1,3-",dicyclohexylcarbodiimide,Yes,6.1,,,,,100,gram,Toxic TM3
100010165600,538-75-0,"1,3-",dicyclohexylcarbodiimide,Yes,6.1,,,,,200,gram,Toxic TM3
100010165700,538-75-0,"1,3-",dicyclohexylcarbodiimide,Yes,6.1,,,,,25,gram,Toxic TS2
100010144000,538-75-0,"1,3-",dicyclohexylcarbodiimide,Yes,6.1,,,,,100,gram,Toxic TM3
100010144001,538-75-0,"1,3-",dicyclohexylcarbodiimide,Yes,6.1,,,,,25,gram,Toxic TS2
100010144002,538-75-0,"1,3-",dicyclohexylcarbodiimide,Yes,6.1,,,,,25,gram,Toxic TS2
100010036000,1121-37-5,,dicyclopropyl ketone,Yes,3,,,III,1224,25,gram,Flammable liquid Small
100010062000,1972-28-7,,diethyl azodicarboxylate,Yes,,,,,,25,gram,Freezer 1 S4 B2
100010156000,2942-58-7,,diethyl cyanophosphonate,Yes,8,6.1,,II,2922,None,,Corrosive Acid 1
100010085200,141-05-9,,diethyl maleate,Yes,,,,,,250,milliliter,Harmful H23
100010085201,141-05-9,,diethyl maleate,Yes,,,,,,250,milliliter,Harmful H23
100010165800,105-53-3,,diethyl malonate,Yes,,,,,,500,milliliter,Harmful H23
100010085300,0762-04-09,,diethyl phosphite,Yes,,,,,,250,gram,Harmful H12
100010067400,1609-47-8,,diethyl pyrocarbonate,Yes,,,,,,25,gram,Fridge S1 B1
100010105700,5429-28-7,4-(,diethylamino)benzoic acid,No,,,,,,25,gram,Harmful H4
100010051400,38078-09-0,(,diethylamino)sulfur trifluoride,Yes,4.1,3,,I,3225,5,gram,Freezer 1 S2 B1
100010055400,84381-54-4,4-,diethylaminophenyl isothiocyanate,Yes,6,,,,,10,gram,Freezer 1 S2 B2
100010085400,111-46-6,,diethylene glycol (digol),Yes,,,,,,500,milliliter,Harmful H12
100010101500,112-15-2,,diethylene glycol monoethyl ether,Yes,,,,,,1,liter,Harmful H26
100010024800,111-40-0,,diethylenetriamine,Yes,8,,,II,2079,100,milliliter,Corrosive Base 1
100010072100,363-47-3,"3,5-",difluoro-4-methoxyaniline,Yes,6.1,,,III,2811,10,gram,Fridge S3 B1
100010143400,372-39-4,"3,5-",difluoroaniline,Yes,6.1,,,III,2811,100,gram,Toxic TM3
100010043700,1550-35-2,"2,4-",difluorobenzaldehyde,Yes,3,,,III,1983,5,gram,Flammable liquid Small
100010105800,34036-07-02,"3,4-",difluorobenzaldehyde,No,,,,,,5,gram,Harmful H4
100010105900,1583-58-0,"2,4-",difluorobenzoic acid,Yes,,,,,,25,gram,Harmful H4
100010121900,3939-09-01,"2,4-",difluorobenzonitrile,Yes,,,,,,25,gram,Harmful H8
100010121901,3939-09-01,"2,4-",difluorobenzonitrile,Yes,,,,,,25,gram,Harmful H8
100010106000,56456-47-4,"2,4-",difluorobenzyl alcohol,No,,,,,,5,gram,Harmful H4
100010106001,56456-47-4,"2,4-",difluorobenzyl alcohol,No,,,,,,5,gram,Harmful H4
100010106100,369-34-6,"3,4-",difluoronitrobenzene,No,,,,,,10,gram,Harmful H4
100010143500,446-35-5,"2,4-",difluoronitrobenzene,Yes,6.1,,,III,2810,100,gram,Toxic TM3
100010143600,2713-34-0,"3,5-",difluorophenol,Yes,6.1,4.1,,II,1325,25,gram,Toxic TM3
100010143601,2713-34-0,"3,5-",difluorophenol,Yes,6.1,4.1,,II,1325,25,gram,Toxic TM3
100010106200,24677-78-9,"2,3-",dihydoxybenzaldehyde,Yes,,,,,,5,gram,Harmful H4
100010122000,529-34-0,"3,4-",dihydro-1(2H)-naphthalenone,No,,,,,,25,gram,Harmful H8
100010036100,110-87-2,"3,4-",dihydro-2H-pyran,No,6.1,,,,,500,milliliter,Flammable liquid Small
100010036101,110-87-2,"3,4-",dihydro-2H-pyran,No,6.1,,,,,100,milliliter,Flammable liquid Small
100010036102,110-87-2,"3,4-",dihydro-2H-pyran,No,6.1,,,,,100,milliliter,Flammable liquid Small
100010084100,117-10-2,"1,8-",dihydroxy-anthraquinone,Yes,,,,,,100,gram,Harmful H11
100010106302,1194-98-5,"2,5-",dihydroxybenzaldehyde,No,,,,,,5,gram,Harmful H4
100010122100,95-01-2,"2,4-",dihydroxybenzaldehyde,No,,,,,,10,gram,Harmful H8
100010084200,139-85-5,"3,4-",dihydroxybenzaldehyde,Yes,,,,,,100,gram,Harmful H11
100010106400,626-00-6,"1,3-",diiodobenzene,Yes,,,,,,5,gram,Harmful H4
100010106401,626-00-6,"1,3-",diiodobenzene,Yes,,,,,,25,gram,Harmful H4
100010106500,624-38-4,"1,4-",diiodobenzene,Yes,,,,,,50,gram,Harmful H4
100010106601,628-21-7,"1,4-",diiodobutane,Yes,,,,,,5,gram,Harmful H4
100010126600,624-73-7,"1,2-",diiodoethane,Yes,,,,,,25,gram,Freezer 2
100010106700,629-69-4,"1,6-",diiodohexane,No,,,,,,5,gram,Harmful H4
100010158600,75-11-6,,diiodomethane,Yes,6.1,,,III,2810,25,gram,Toxic TS2
100010165900,75-11-6,,diiodomethane,Yes,6.1,,,III,2810,25,gram, Freezer
100010028700,7440-23-5,,sodium,Yes,,,,,,500,gram, Dangerous when wet
100010064200,1191-15-7,,diisobutylaluminium hydride,Yes,4.2,4.3,,I,3394,100,milliliter,Fridge Door
100010064201,1191-15-7,,diisobutylaluminium hydride,Yes,4.2,4.3,,I,3394,100,milliliter,Fridge Door
100010028701,7440-23-5,,sodium,Yes,,,,,,500,gram, Dangerous when wet
100010028800,7440-23-5,,sodium,Yes,,,,,,250,gram, Dangerous when wet
100010144100,693-13-0,"N,N'-",diisopropyl carbodiimide,Yes,6.1,,,,,25,gram,Toxic TS2
100010144101,693-13-0,"N,N'-",diisopropyl carbodiimide,Yes,6.1,,,,,100,milliliter,Toxic TM3
100010156100,108-20-3,,diisopropyl ether,Yes,3,,,II,1159,None,,Flammable liquid Small
100010036200,108-18-9,,diisopropylamine,Yes,3,8,,II,1158,100,milliliter,Flammable liquid Small
100010149900,3395-03-07,"1,2-","dimethoxy-4,5-dinitrobenzene",Yes,6.1,,,III,2811,5,gram,Toxic TS2
100010068000,16881-77-9,,dimethoxy(methyl)silane,Yes,,,,,,25,milliliter,Fridge S1 B1
100010084300,93-02-7,"2,5-",dimethoxybenzaldehyde,No,,,,,,25,gram,Harmful H11
100010084400,120-14-9,"3,4-",dimethoxybenzaldehyde,No,,,,,,100,gram,Harmful H11
100010084401,120-14-9,"3,4-",dimethoxybenzaldehyde,No,,,,,,100,gram,Harmful H11
100010106800,613-45-6,"2,4-",dimethoxybenzaldehyde,Yes,,,,,,25,gram,Harmful H4
100010124300,7311-34-4,"3,5-",dimethoxybenzaldehyde,Yes,,,,,,10,gram,Harmful H9
100010124302,7311-34-4,"3,5-",dimethoxybenzaldehyde,Yes,,,,,,10,gram,Harmful H9
100010166000,120-14-9,"3,4-",dimethoxybenzaldehyde,No,,,,,,100,gram,Harmful H11
100010084500,150-78-7,"1,4-",dimethoxybenzene,Yes,,,,,,100,gram,Harmful H11
100010085500,151-10-0,"1,3-",dimethoxybenzene,Yes,,,,,,100,gram,Harmful H12
100010106900,2024-83-1,"3,4-",dimethoxybenzonitrile,No,,,,,,25,gram,Harmful H4
100010055600,93-03-8,"3,4-",dimethoxybenzyl alcohol,Yes,,,,,,25,gram,Freezer 1 S2 B2
100010124400,33524-31-1,"2,5-",dimethoxybenzyl alcohol,Yes,,,,,,10,gram,Harmful H9
100010107000,408492-26-2,"2-(3,5-","dimethoxyphenyl)-4,4,5,5-tetramethyl-1,3,2-dioxaborolane",No,,,,,,13,gram,Harmful H4
100010036300,77-76-9,"2,2-",dimethoxypropane,Yes,3,,,,,500,milliliter,Flammable liquid Small
100010036301,77-76-9,"2,2-",dimethoxypropane,Yes,3,,,,,500,milliliter,Flammable liquid Small
100010107100,24599-58-4,"2,5-",dimethoxytoluene,Yes,,,,,,10,gram,Harmful H4
100010107200,40615-36-9,"4,4'-",dimethoxytrityl chloride,No,,,,,,5,gram,Harmful H4
100010023400,109-55-7,3-(,dimethyamino)-1-propylamine,Yes,8,3,,II,2734,500,milliliter,Corrosive Base 2
100010072200,1830-54-2,,"dimethyl 1,3-acetonedicarboxylate",Yes,,,,,,100,gram,Fridge S3 B1
100010015500,762-42-5,,dimethyl acetylenedicarboxylate,Yes,8,,,II,3265,100,gram,Corrosive Acid 1
100010051700,14620-72-5,,dimethyl adipimidate dihydrochloride,Yes,,,,,,10,gram,Freezer 1 S2 B1
100010143700,79-44-7,,dimethyl carbamyl chloride,No,6.1,,,,,100,gram,Toxic TM3
100010076800,4525-33-1,,dimethyl dicarbonate,Yes,6.1,8,,II,2927,25,milliliter,Fridge S4 B1
100010076801,4525-33-1,,dimethyl dicarbonate,Yes,6.1,8,,II,2927,25,milliliter,Fridge S4 B1
100010143800,7101-31-7,,dimethyl diselenide,Yes,6.1,3,,II,2929,5,gram,Toxic TM3
100010051800,58537-94-3,,dimethyl pimelimidate dihydrochloride,Yes,,,,,,5,gram,Freezer 1 S2 B1
100010051801,58537-94-3,,dimethyl pimelimidate dihydrochloride,Yes,,,,,,10,gram,Freezer 1 S2 B1
100010076900,513-81-5,"2,3-",dimethyl-1-3-butadiene,Yes,3,,,II,3295,10,gram,Fridge S4 B1
100010107400,86-56-6,"N,N-",dimethyl-1-naphthylamine,Yes,,,,,,25,milliliter,Harmful H4
100010107401,86-56-6,"N,N-",dimethyl-1-naphthylamine,Yes,,,,,,25,milliliter,Harmful H4
100010068900,14347-78-5,"(R)-(-)-2,2-","dimethyl-1,3-dioxolane-4-methanol",No,,,,,,5,gram,Fridge S2 B1
100010101300,126-30-7,"2,2-","dimethyl-1,3-propanediol",Yes,,,,,,500,gram,Harmful H25
100010092700,7226-23-5,"1,3-","dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone (DMPU)",Yes,,,,,,500,gram,Harmful H23
100010092703,7226-23-5,"1,3-","dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone (DMPU)",Yes,,,,,,100,milliliter,Harmful H16
100010099700,7226-23-5,"1,3-","dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone (DMPU)",Yes,,,,,,500,gram,Harmful H26
100010099701,7226-23-5,"1,3-","dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone (DMPU)",Yes,,,,,,500,gram,Harmful H26
100010099702,7226-23-5,"1,3-","dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone (DMPU)",Yes,,,,,,500,gram,Harmful H26
100010150000,161265-03-8,"9,9-","dimethyl-4,5-bis(diphenylphosphino)xanthene",No,,,,,,5,gram,Toxic TS2
100010150100,121-72-2,"N,N-",dimethyl-m-toluidine,Yes,6.1,,,III,2810,25,milliliter,Toxic TS2
100010036400,2083-91-2,"N,N-",dimethyl-trimethylsilylamine,Yes,3,8,,II,2711,50,milliliter,Flammable liquid Small
100010099900,127-19-5,"N,N-",dimethylacetamide,Yes,,,,,,500,milliliter,Harmful H23
100010099901,127-19-5,"N,N-",dimethylacetamide,Yes,,,,,,1,liter,Harmful H26
100010099902,127-19-5,"N,N-",dimethylacetamide,Yes,,,,,,1,liter,Harmful H26
100010099903,127-19-5,"N,N-",dimethylacetamide,Yes,,,,,,1,liter,Harmful H26
100010092800,89-74-7,"2',4'-",dimethylacetophenone,No,,,,,,100,gram,Harmful H16
100010028900,1066-26-8,,sodium acetylide,Yes,,,,,,500,gram, Dangerous when wet
100010107600,84562-48-1,4-,dimethylamino-2-methoxybenzaldehyde,Yes,,,,,,5,gram,Harmful H4
100010007200,1199-59-3,4-,dimethylamino-2-methylbenzaldehyde,Yes,6,,,,,None,,Benches 13
100010007201,1199-59-3,4-,dimethylamino-2-methylbenzaldehyde,Yes,6,,,,,None,,Benches 13
100010084600,619-84-1,4-(,dimethylamino)benzoic acid,No,,,,,,100,gram,Harmful H11
100010084601,619-84-1,4-(,dimethylamino)benzoic acid,No,,,,,,100,gram,Harmful H11
100010107700,1197-19-9,4-(,dimethylamino)benzonitrile,No,,,,,,25,gram,Harmful H4
100010107800,99-07-0,3-(,dimethylamino)phenol,No,,,,,,25,gram,Harmful H4
100010107801,99-07-0,3-(,dimethylamino)phenol,No,,,,,,5,gram,Harmful H4
100010124100,0100-10-7,4-,dimethylaminobenzaldehyde,No,,,,III,,25,gram,Harmful H8
100010124101,0100-10-7,4-,dimethylaminobenzaldehyde,No,,,,III,,25,gram,Harmful H8
100010124102,0100-10-7,4-,dimethylaminobenzaldehyde,No,,,,III,,100,gram,Harmful H16
100010024900,108-01-0,2-,dimethylaminoethanol,Yes,8,3,,II,2051,100,milliliter,Corrosive Base 1
100010108000,25952-53-8,1-(3-,dimethylaminopropyl)-3-ethylcarbodiimide hydrochloride,No,,,,,,10,gram,Harmful H4
100010144200,1122-58-3,4-,dimethylaminopyridine (DMAP),Yes,6.1,,,III,2811,100,gram,Toxic TM3
100010144201,1122-58-3,4-,dimethylaminopyridine (DMAP),Yes,6.1,,,III,2811,100,gram,Toxic TM3
100010144202,1122-58-3,4-,dimethylaminopyridine (DMAP),Yes,6.1,,,III,2811,5,gram,Toxic TS2
100010144203,1122-58-3,4-,dimethylaminopyridine (DMAP),Yes,6.1,,,III,2811,25,gram,Toxic TS2
100010166100,1122-58-3,4-,dimethylaminopyridine (DMAP),Yes,6.1,,,III,2811,250,gram,Toxic TM3
100010166200,1122-58-3,4-,dimethylaminopyridine (DMAP),Yes,6.1,,,III,2811,100,gram,Toxic TM3
100010166300,121-69-7,"N,N-",dimethylaniline,Yes,6.1,,,II,2253,500,milliliter,Toxic TM3
100010139300,95-68-1,"2,4-",dimethylaniline,Yes,6.1,,,,,1,liter,Toxic TL1
100010143900,95-78-3,"2,5-",dimethylaniline,Yes,6.1,,,,,100,milliliter,Toxic TM3
100010166400,2944-49-2,"2,3-",dimethylanisole,Yes,,,,,,25,gram,Harmful H4
100010122200,5973-71-7,"3,4-",dimethylbenzaldehyde,Yes,,,,,,1,gram,Harmful H8
100010122300,5779-95-3,"3,5-",dimethylbenzaldehyde,No,,,,,,5,gram,Harmful H8
100010122400,15764-16-6,"2,4-",dimethylbenzaldehyde,No,,,,,,5,gram,Harmful H8
100010015600,1070-83-3,"3,3-",dimethylbutyric acid,Yes,8,,,II,3265,25,gram,Corrosive Acid 1
100010025000,110-70-3,"N,N'-",dimethylethylenediamine,Yes,8,3,,,,5,gram,Corrosive Base 1
100010025001,110-70-3,"N,N'-",dimethylethylenediamine,Yes,8,3,,,,5,gram,Corrosive Base 1
100010025002,110-70-3,"N,N'-",dimethylethylenediamine,Yes,8,3,,,,5,gram,Corrosive Base 1
100010025003,110-70-3,"N,N'-",dimethylethylenediamine,Yes,8,3,,,,25,gram,Corrosive Base 1
100010036500,4637-24-5,"N,N-",dimethylformamide dimethyl acetal,Yes,,,,,,50,milliliter,Flammable liquid Small
100010072300,57-14-7,"N,N-",dimethylhydrazine,Yes,6.1,3,,I,1163,5,gram,Fridge S3 B1
100010166600,1739-84-0,"1,2-",dimethylimidazole,Yes,,,,,,500,gram,Corrosive Base 3
100010025100,6485-55-8,"cis-2,6-",dimethylmorpholine,Yes,8,,,II,2734,25,gram,Corrosive Base 1
100010084700,105-67-9,"2,4-",dimethylphenol,No,,,,,,100,milliliter,Harmful H11
100010108100,67-51-6,"3,5-",dimethylpyrazole,Yes,,,,,,25,gram,Harmful H4
100010108101,67-51-6,"3,5-",dimethylpyrazole,Yes,,,,,,100,gram,Harmful H4
100010029000,16940-66-2,,sodium borohydride,Yes,4.3,,,,,100,gram, Dangerous when wet
100010029001,16940-66-2,,sodium borohydride,Yes,4.3,,,,,100,gram, Dangerous when wet
100010036600,0638-02-08,"2,5-",dimethylthiophene,Yes,3,,,III,1993,25,gram,Flammable liquid Small
100010036601,0638-02-08,"2,5-",dimethylthiophene,Yes,3,,,III,1993,25,gram,Flammable liquid Small
100010150200,606-22-4,"2,6-",dinitroaniline,Yes,6.1,,,II,1596,10,gram,Toxic TS2
100010150300,610-41-3,"3,4-",dinitroaniline,Yes,6.1,,,II,1596,5,gram,Toxic TS2
100010150301,610-41-3,"3,4-",dinitroaniline,Yes,6.1,,,II,1596,5,gram,Toxic TS2
100010015700,99-34-3,"3,5-",dinitrobenzoic acid,No,,,,,,250,gram,Harmful H12
100010084800,99-34-3,"3,5-",dinitrobenzoic acid,Yes,,,,,,250,gram,Harmful H11
100010084801,99-34-3,"3,5-",dinitrobenzoic acid,Yes,,,,,,250,gram,Harmful H11
100010108200,610-30-0,"2,4-",dinitrobenzoic acid,Yes,,,,,,25,gram,Harmful H4
100010108900,528-45-0,"3,4-",dinitrobenzoic acid,Yes,,,,,,1,gram,Harmful H4
100010108901,528-45-0,"3,4-",dinitrobenzoic acid,Yes,,,,,,1,gram,Harmful H4
100010108902,528-45-0,"3,4-",dinitrobenzoic acid,Yes,,,,,,1,gram,Harmful H4
100010029002,16940-66-2,,sodium borohydride,Yes,4.3,,,,,100,gram, Dangerous when wet
100010108300,1072-53-3,"1,3,2-","dioxathiolane-2,2-dioxide",Yes,,,,,,5,gram,Harmful H4
100010108301,1072-53-3,"1,3,2-","dioxathiolane-2,2-dioxide",Yes,,,,,,5,gram,Harmful H4
100010085000,2524-64-3,,diphenyl chlorophosphate,Yes,,,,,,100,gram,Harmful H11
100010150400,1666-13-3,,diphenyl diselenide,Yes,6.1,,,II,3283,25,gram,Toxic TS2
100010150401,1666-13-3,,diphenyl diselenide,Yes,6.1,,,II,3283,25,gram,Toxic TS2
100010150402,1666-13-3,,diphenyl diselenide,Yes,6.1,,,II,3283,25,gram,Toxic TS2
100010166900,1666-13-3,,diphenyl diselenide,Yes,6.1,,,II,3283,30,gram,Toxic TS2
100010167000,1666-13-3,,diphenyl diselenide,Yes,6.1,,,II,3283,25,gram,Toxic TS2
100010092900,117-34-0,,diphenylacetic acid,Yes,,,,,,100,gram,Harmful H16
100010108500,0102-04-05,"1,3-",diphenylacetone,No,,,,,,25,gram,Harmful H4
100010108700,886-38-4,,diphenylcyclopropenone,Yes,,,,,,5,gram,Harmful H4
100010077000,530-48-3,"1,1-",diphenylethylene,No,,,,,,10,gram,Fridge S4 B1
100010077001,530-48-3,"1,1-",diphenylethylene,No,,,,,,25,gram,Fridge S4 B1
100010167300,1613-66-7,,diphenylgermanium dichloride,Yes,8,,,III,3265,5,gram,Corrosive Acid 1
100010051900,3066-44-2,,diphenylmethyl isocyanate,Yes,,,,,,1,gram,Freezer 1 S2 B1
100010101600,501-65-5,,diphenylsilane,Yes,,,,,,25,gram,Harmful H26
100010167500,1135-99-5,,diphenyltin dichloride,Yes,6.1,,,III,3146,25,gram,Toxic TS2
100010144300,366-18-7,"2,2'-",bipyridyl,Yes,6.1,,,,,10,gram,Toxic TS1
100010144301,366-18-7,"2,2'-",bipyridyl,Yes,6.1,,,,,100,gram,Toxic TM3
100010167600,366-18-7,"2,2'-",bipyridyl,Yes,6.1,,,,,25,gram,Toxic TS1
100010007400,23353-11-9,"1,2,5-",dithiazepane hydrochloride salt,No,,,,,,1.9,gram,Harmful H18
100010122500,69-78-3,"5,5'-",dithiobis(2-nitrobenzoic acid),Yes,,,,,,5,gram,Harmful H8
100010122600,79-40-3,,dithiooxiamide,Yes,,,,,,25,gram,Harmful H8
100010167700,3483-12-3,,dithiothreitol,Yes,9,,,III,3335,5,gram,Fridge S2 B1
100010077100,27565-41-9,,dithiothreitol,Yes,9,,,,3335,5,gram,Fridge S4 B1
100010077101,27565-41-9,,dithiothreitol,Yes,9,,,,3335,5,gram,Fridge S4 B1
100010029003,16940-66-2,,sodium borohydride,Yes,4.3,,,,,100,gram, Dangerous when wet
100010025200,124-22-1,,dodecylamine,Yes,8,,,II,3259,5,milliliter,Corrosive Base 1
100010029004,16940-66-2,,sodium borohydride,Yes,4.3,,,,,25,gram, Dangerous when wet
100010052100,9015-85-4,,Escherichia coli D ligase (10mM solution),No,,,,,,25,microliter,Freezer 1 S2 B1
100010085600,107-21-1,,ethanediol,Yes,,,,,,500,milliliter,Harmful H12
100010085601,107-21-1,,ethanediol,Yes,,,,,,500,milliliter,Harmful H12
100010085602,107-21-1,,ethanediol,Yes,,,,,,500,milliliter,Harmful H12
100010057300,540-63-6,"1,2-",ethanedithiol,Yes,6.1,3,,II,3071,25,milliliter,Freezer 1 S3 B1
100010007500,1516-08-1,,ethanol-d,Yes,3,,,,,50,milliliter,Flammable liquid Small
100010025300,141-43-5,,ethanolamine,Yes,8,,,III,2491,25,milliliter,Corrosive Base 1
100010109000,10031-82-0,4-,ethoxybenzaldehyde,No,,,,,,25,gram,Harmful H5
100010109001,10031-82-0,4-,ethoxybenzaldehyde,No,,,,,,25,gram,Harmful H5
100010167800,25542-62-5,,ethyl 6-bromohexanoate,Yes,3,,,III,3272,100,gram,Flammable liquid Small
100010167801,25542-62-5,,ethyl 6-bromohexanoate,Yes,3,,,III,3272,100,gram,Flammable liquid Small
100010085700,2208-07-03,,ethyl acetimidate hydrochloride,Yes,,,,,,50,gram,Harmful H12
100010085800,141-97-9,,ethyl acetoacetate,No,,,,,,500,milliliter,Harmful H12
100010144400,105-36-2,,ethyl bromoacetate,Yes,6.1,3,,II,1603,50,milliliter,Toxic TM4
100010144500,541-41-3,,ethyl chloroformate,Yes,6.1,3,,I,1182,250,milliliter,Toxic TM4
100010069000,623-73-4,,ethyl diazoacetate,Yes,3,,,III,1993,25,milliliter,Fridge S2 B1
100010036800,109-94-4,,ethyl formate,Yes,,,,,,500,milliliter,Flammable liquid Small
